industry,model1,model2,avg_covariance,median_covariance,min_covariance,max_covariance
comm,Claude,Cohere,3.792583333333332,0.06590000000000014,-0.37450000000000044,20.515499999999992
comm,Claude,Deepseek,3.903383333333332,0.24455000000000005,-0.30584999999999984,20.80149999999998
comm,Claude,Doubao,4.495479999999999,0.5549999999999978,-0.4844000000000006,25.172499999999992
comm,Claude,GPT,4.501289999999997,0.5109999999999992,-0.6923499999999989,23.96304999999998
comm,Claude,Gemini,3.886355999999999,0.24177000000000004,-0.31343000000000043,20.635625
comm,Claude,Mistral,-110.74348455149944,1.0553205819613831,-1428.0069545652932,301.0446921418431
comm,Claude,Qwen,2.4372726666666638,0.10350000000000176,-5.984650000000003,26.87753999999999
comm,Cohere,Claude,3.792583333333332,0.06590000000000014,-0.37450000000000044,20.515499999999992
comm,Cohere,Deepseek,12.568616666666665,1.6349999999999993,0.01524999999999982,95.47149999999999
comm,Cohere,Doubao,14.695733333333331,1.9399999999999993,0.025499999999999953,110.36849999999998
comm,Cohere,GPT,12.361791666666665,1.3200000000000007,0.016875000000000064,96.02499999999998
comm,Cohere,Gemini,12.492303333333332,1.6499999999999992,0.015900000000000004,94.83999999999997
comm,Cohere,Mistral,-92.3437134935148,0.7365251045588327,-895.6366484831206,192.36825711259965
comm,Cohere,Qwen,10.76059,1.3485000000000005,-2.535500000000003,102.66365
comm,Deepseek,Claude,3.903383333333332,0.24455000000000005,-0.30584999999999984,20.80149999999998
comm,Deepseek,Cohere,12.568616666666665,1.6349999999999993,0.01524999999999982,95.47149999999999
comm,Deepseek,Doubao,14.932799999999999,1.951999999999999,0.03599999999999982,109.18299999999999
comm,Deepseek,GPT,12.561203333333331,1.3200000000000007,0.023749999999999973,94.97374999999997
comm,Deepseek,Gemini,12.685186666666665,1.6412499999999992,0.02304999999999989,93.72874999999998
comm,Deepseek,Mistral,-89.88148484511322,0.7108117679735217,-892.8452336595396,258.3764206457804
comm,Deepseek,Qwen,10.889656666666667,1.3485000000000005,-2.5442500000000043,101.47695000000002
comm,Doubao,Claude,4.495479999999999,0.5549999999999978,-0.4844000000000006,25.172499999999992
comm,Doubao,Cohere,14.695733333333331,1.9399999999999993,0.025499999999999953,110.36849999999998
comm,Doubao,Deepseek,14.932799999999999,1.951999999999999,0.03599999999999982,109.18299999999999
comm,Doubao,GPT,14.781489999999998,1.1325000000000005,0.03750000000000024,109.63999999999999
comm,Doubao,Gemini,14.840606666666666,1.9674999999999985,0.0363500000000001,108.44999999999997
comm,Doubao,Mistral,-271.2574236156407,0.11962155462357016,-2001.3025863441464,104.64376690389497
comm,Doubao,Qwen,13.180913333333335,1.1695000000000004,-2.699000000000004,117.6688
comm,GPT,Claude,4.5105213333333305,0.5109999999999992,-0.5538799999999993,23.96304999999998
comm,GPT,Cohere,12.350324999999998,1.3200000000000007,0.016875000000000064,96.02499999999998
comm,GPT,Deepseek,12.551263333333331,1.3200000000000007,0.023749999999999973,94.97374999999997
comm,GPT,Doubao,14.770063333333331,1.1325000000000005,0.03750000000000024,109.63999999999999
comm,GPT,Gemini,12.474775999999999,1.353350000000001,0.023875000000000167,94.35874999999997
comm,GPT,Mistral,-103.44333719973625,0.21019966845588775,-1102.4228579083956,91.80939554671609
comm,GPT,Qwen,10.903560666666666,0.5694000000000017,-2.5643500000000063,101.81125
comm,Gemini,Claude,3.886355999999999,0.24177000000000004,-0.31343000000000043,20.635625
comm,Gemini,Cohere,12.492303333333332,1.6499999999999992,0.015900000000000004,94.83999999999997
comm,Gemini,Deepseek,12.685186666666665,1.6412499999999992,0.02304999999999989,93.72874999999998
comm,Gemini,Doubao,14.840606666666666,1.9674999999999985,0.0363500000000001,108.44999999999997
comm,Gemini,GPT,12.484875999999998,1.353350000000001,0.023875000000000167,94.35874999999997
comm,Gemini,Mistral,-90.09233162651655,0.743290163006484,-918.924965229916,274.99295977976465
comm,Gemini,Qwen,10.815253,1.3817100000000009,-2.5643500000000063,100.80049999999999
comm,Mistral,Claude,-110.74348455149944,1.0553205819613831,-1428.0069545652932,301.0446921418431
comm,Mistral,Cohere,-92.3437134935148,0.7365251045588327,-895.6366484831206,192.36825711259965
comm,Mistral,Deepseek,-89.88148484511322,0.7108117679735217,-892.8452336595396,258.3764206457804
comm,Mistral,Doubao,-271.2574236156407,0.11962155462357016,-2001.3025863441464,104.64376690389497
comm,Mistral,GPT,-103.45091994707214,0.21019966845588775,-1102.4228579083956,91.80939554671609
comm,Mistral,Gemini,-90.09233162651655,0.743290163006484,-918.924965229916,274.99295977976465
comm,Mistral,Qwen,-159.28676137883818,0.20830977943951512,-1932.198642117837,97.97171708254587
comm,Qwen,Claude,2.4372726666666638,0.10350000000000176,-5.984650000000003,26.87753999999999
comm,Qwen,Cohere,10.76059,1.3485000000000005,-2.535500000000003,102.66365
comm,Qwen,Deepseek,10.889656666666667,1.3485000000000005,-2.5442500000000043,101.47695000000002
comm,Qwen,Doubao,13.180913333333335,1.1695000000000004,-2.699000000000004,117.6688
comm,Qwen,GPT,10.913050666666665,0.7117500000000021,-2.5643500000000063,101.81125
comm,Qwen,Gemini,10.815253,1.3817100000000009,-2.5643500000000063,100.80049999999999
comm,Qwen,Mistral,-159.28676137883818,0.20830977943951512,-1932.198642117837,97.97171708254587
