time,model1,model2,avg_covariance,median_covariance,min_covariance,max_covariance
quarterly,Claude,Cohere,5831.06504090909,7.868999999999999,-295.52500000000026,64348.725
quarterly,Claude,Deepseek,6156.138713636364,8.085449999999998,-448.59900000000005,68094.86690000001
quarterly,Claude,Doubao,8150.134227272728,11.09744999999999,-102.63864999999996,89336.06005
quarterly,Claude,GPT,6011.3297031818165,23.96304999999998,-5.460800000000002,65342.30874999998
quarterly,Claude,Gemini,6145.993214999998,8.006979999999999,-445.57200000000023,67980.39996999997
quarterly,Claude,Mistral,-16280.415623108978,-2073.5217881184244,-157162.42143824464,746.9274969366371
quarterly,Claude,Qwen,2488.5022127272746,6.459174999999999,-96.75998999999997,27046.775415000022
quarterly,Cohere,Claude,5831.06504090909,7.868999999999999,-295.52500000000026,64348.725
quarterly,Cohere,Deepseek,8302.69436363636,54.8,2.9250000000000003,88563.24999999997
quarterly,Cohere,Doubao,11217.366863636362,67.825,4.6625000000000005,121228.99999999999
quarterly,Cohere,GPT,8028.842827272727,10.135,-8.507500000000014,87762.5
quarterly,Cohere,Gemini,8284.915518181819,54.45,2.9162500000000002,88385.85
quarterly,Cohere,Mistral,-7597.876922835933,-895.6366484831206,-72030.54000314098,4023.9266920409054
quarterly,Cohere,Qwen,3333.9256863636388,43.03399999999999,-4.000450000000002,36094.825000000026
quarterly,Deepseek,Claude,6156.138713636364,8.085449999999998,-448.59900000000005,68094.86690000001
quarterly,Deepseek,Cohere,8302.69436363636,54.8,2.9250000000000003,88563.24999999997
quarterly,Deepseek,Doubao,11565.566772727268,72.09750000000001,5.160000000000002,124892.33099999995
quarterly,Deepseek,GPT,8317.679704545451,10.512499999999998,-16.091949999999994,91020.94999999997
quarterly,Deepseek,Gemini,8623.76958181818,57.917500000000004,3.294250000000001,91698.48639999998
quarterly,Deepseek,Mistral,-7826.0805812534245,-892.8452336595396,-75918.77537823495,5380.713751550791
quarterly,Deepseek,Qwen,3355.520627272727,41.225249999999996,-4.000450000000001,36351.67979999999
quarterly,Doubao,Claude,8150.134227272728,11.09744999999999,-102.63864999999996,89336.06005
quarterly,Doubao,Cohere,11217.366863636362,67.825,4.6625000000000005,121228.99999999999
quarterly,Doubao,Deepseek,11565.566772727268,72.09750000000001,5.160000000000002,124892.33099999995
quarterly,Doubao,GPT,11303.639631818181,13.622,2.977749999999999,123335.32499999998
quarterly,Doubao,Gemini,11537.523659090906,71.62375,5.181250000000002,124599.16154999999
quarterly,Doubao,Mistral,-11246.543141524562,-2001.3025863441464,-97190.92272037726,176.20415166061412
quarterly,Doubao,Qwen,4839.709077272731,56.34879999999999,-3.568699999999998,52232.315100000036
quarterly,GPT,Claude,6011.3297031818165,23.96304999999998,-5.460800000000002,65342.30874999998
quarterly,GPT,Cohere,8028.842827272727,10.135,-8.507500000000014,87762.5
quarterly,GPT,Deepseek,8317.679704545451,10.512499999999998,-16.091949999999994,91020.94999999997
quarterly,GPT,Doubao,11303.639631818181,13.622,2.977749999999999,123335.32499999998
quarterly,GPT,Gemini,8301.501842727273,10.453849999999996,-16.155680000000018,90845.81375
quarterly,GPT,Mistral,-8128.066341716406,-1038.7201396042308,-72584.89815347006,38.735375936159784
quarterly,GPT,Qwen,3349.647933636367,3.7793000000000014,-37.58263000000001,36425.40000000003
quarterly,Gemini,Claude,6145.993214999998,8.006979999999999,-445.57200000000023,67980.39996999997
quarterly,Gemini,Cohere,8284.915518181819,54.45,2.9162500000000002,88385.85
quarterly,Gemini,Deepseek,8623.76958181818,57.917500000000004,3.294250000000001,91698.48639999998
quarterly,Gemini,Doubao,11537.523659090906,71.62375,5.181250000000002,124599.16154999999
quarterly,Gemini,GPT,8301.501842727273,10.453849999999996,-16.155680000000018,90845.81375
quarterly,Gemini,Mistral,-7807.812845628677,-918.924965229916,-75795.42627018271,5338.114812007478
quarterly,Gemini,Qwen,3346.6801300000034,41.490850000000044,-3.960080000000004,36257.53751500003
quarterly,Mistral,Claude,-16280.415623108978,-2073.5217881184244,-157162.42143824464,746.9274969366371
quarterly,Mistral,Cohere,-7597.876922835933,-895.6366484831206,-72030.54000314098,4023.9266920409054
quarterly,Mistral,Deepseek,-7826.0805812534245,-892.8452336595396,-75918.77537823495,5380.713751550791
quarterly,Mistral,Doubao,-11246.543141524562,-2001.3025863441464,-97190.92272037726,176.20415166061412
quarterly,Mistral,GPT,-8128.066341716406,-1038.7201396042308,-72584.89815347006,38.735375936159784
quarterly,Mistral,Gemini,-7807.812845628677,-918.924965229916,-75795.42627018271,5338.114812007478
quarterly,Mistral,Qwen,-6213.004413206719,-1677.422619372665,-51932.35430486781,1143.7869208035297
quarterly,Qwen,Claude,2488.5022127272746,6.459174999999999,-96.75998999999997,27046.775415000022
quarterly,Qwen,Cohere,3333.9256863636388,43.03399999999999,-4.000450000000002,36094.825000000026
quarterly,Qwen,Deepseek,3355.520627272727,41.225249999999996,-4.000450000000001,36351.67979999999
quarterly,Qwen,Doubao,4839.709077272731,56.34879999999999,-3.568699999999998,52232.315100000036
quarterly,Qwen,GPT,3349.647933636367,3.7793000000000014,-37.58263000000001,36425.40000000003
quarterly,Qwen,Gemini,3346.6801300000034,41.490850000000044,-3.960080000000004,36257.53751500003
quarterly,Qwen,Mistral,-6213.004413206719,-1677.422619372665,-51932.35430486781,1143.7869208035297
